ts_utc,binance_mark_close,reya_close,abs_diff,diff_pct,updated_at_utc
2026-02-24 15:55:00Z,,63931.09263991856,,,2026-02-25T15:14:33Z
2026-02-24 15:56:00Z,,63902.75450373699,,,2026-02-25T15:14:33Z
2026-02-24 15:57:00Z,,63939.29018640833,,,2026-02-25T15:14:33Z
2026-02-24 15:58:00Z,,63919.48880111593,,,2026-02-25T15:14:33Z
2026-02-24 15:59:00Z,,63937.79488000072,,,2026-02-25T15:14:33Z
2026-02-24 16:00:00Z,,63954.74506209954,,,2026-02-25T15:14:33Z
2026-02-24 16:01:00Z,,64044.06267361958,,,2026-02-25T15:14:33Z
2026-02-24 16:02:00Z,,64331.1140445452,,,2026-02-25T15:14:33Z
2026-02-24 16:03:00Z,,64249.99549101288,,,2026-02-25T15:14:33Z
2026-02-24 16:04:00Z,,64269.74170600027,,,2026-02-25T15:14:33Z
2026-02-24 16:05:00Z,,64210.31040348864,,,2026-02-25T15:14:33Z
2026-02-24 16:06:00Z,,64193.48173263097,,,2026-02-25T15:14:33Z
2026-02-24 16:07:00Z,,64176.49728442581,,,2026-02-25T15:14:33Z
2026-02-24 16:08:00Z,,64146.93787577414,,,2026-02-25T15:14:33Z
2026-02-24 16:09:00Z,,64161.09827653594,,,2026-02-25T15:14:33Z
2026-02-24 16:10:00Z,,64099.67603015698,,,2026-02-25T15:14:33Z
2026-02-24 16:11:00Z,,64069.99372648592,,,2026-02-25T15:14:33Z
2026-02-24 16:12:00Z,,64104.50489873072,,,2026-02-25T15:14:33Z
2026-02-24 16:13:00Z,,64193.18537191537,,,2026-02-25T15:14:33Z
2026-02-24 16:14:00Z,,64123.61054557881,,,2026-02-25T15:14:33Z
2026-02-24 16:15:00Z,,64116.6681331889,,,2026-02-25T15:14:33Z
2026-02-24 16:16:00Z,,64025.57317054564,,,2026-02-25T15:14:33Z
2026-02-24 16:17:00Z,,63997.48935849839,,,2026-02-25T15:14:33Z
2026-02-24 16:18:00Z,,64047.66433356336,,,2026-02-25T15:14:33Z
2026-02-24 16:19:00Z,,64104.07830701308,,,2026-02-25T15:14:33Z
2026-02-24 16:20:00Z,,64044.40885952664,,,2026-02-25T15:14:33Z
2026-02-24 16:21:00Z,,64056.60975522744,,,2026-02-25T15:14:33Z
2026-02-24 16:22:00Z,,64043.31912698976,,,2026-02-25T15:14:33Z
2026-02-24 16:23:00Z,,64039.63424211919,,,2026-02-25T15:14:33Z
2026-02-24 16:24:00Z,,63980.31940626762,,,2026-02-25T15:14:33Z
2026-02-24 16:25:00Z,,64018.87474922642,,,2026-02-25T15:14:33Z
2026-02-24 16:26:00Z,,63976.25828405096,,,2026-02-25T15:14:33Z
2026-02-24 16:27:00Z,,63966.51894714351,,,2026-02-25T15:14:33Z
2026-02-24 16:28:00Z,,63905.09478123458,,,2026-02-25T15:14:33Z
2026-02-24 16:29:00Z,,63916.52904918588,,,2026-02-25T15:14:33Z
2026-02-24 16:30:00Z,,63799.26803545163,,,2026-02-25T15:14:33Z
2026-02-24 16:31:00Z,,63710.27526704248,,,2026-02-25T15:14:33Z
2026-02-24 16:32:00Z,,63677.60691388352,,,2026-02-25T15:14:33Z
2026-02-24 16:33:00Z,,63726.63817538603,,,2026-02-25T15:14:33Z
2026-02-24 16:34:00Z,,63713.44800724817,,,2026-02-25T15:14:33Z
2026-02-24 16:35:00Z,,63749.69110751637,,,2026-02-25T15:14:33Z
2026-02-24 16:36:00Z,,63760.02014683788,,,2026-02-25T15:14:33Z
2026-02-24 16:37:00Z,,63876.22472437976,,,2026-02-25T15:14:33Z
2026-02-24 16:38:00Z,,63913.35836385873,,,2026-02-25T15:14:33Z
2026-02-24 16:39:00Z,,63922.03090047385,,,2026-02-25T15:14:33Z
2026-02-24 16:40:00Z,,64070.65464078845,,,2026-02-25T15:14:33Z
2026-02-24 16:41:00Z,,64037.57995666192,,,2026-02-25T15:14:33Z
2026-02-24 16:42:00Z,,64049.73360815863,,,2026-02-25T15:14:33Z
2026-02-24 16:43:00Z,,64038.4906870035,,,2026-02-25T15:14:33Z
2026-02-24 16:44:00Z,,64009.00715233683,,,2026-02-25T15:14:33Z
2026-02-24 16:45:00Z,,63955.87566867097,,,2026-02-25T15:14:33Z
2026-02-24 16:46:00Z,,63970.02165762804,,,2026-02-25T15:14:33Z
2026-02-24 16:47:00Z,,63993.07663104119,,,2026-02-25T15:14:33Z
2026-02-24 16:48:00Z,,63972.60589623792,,,2026-02-25T15:14:33Z
2026-02-24 16:49:00Z,,63853.20534231438,,,2026-02-25T15:14:33Z
2026-02-24 16:50:00Z,,63886.51736185768,,,2026-02-25T15:14:33Z
2026-02-24 16:51:00Z,,63858.45998383081,,,2026-02-25T15:14:33Z
2026-02-24 16:52:00Z,,63817.9050142187,,,2026-02-25T15:14:33Z
2026-02-24 16:53:00Z,,63844.59271714032,,,2026-02-25T15:14:33Z
2026-02-24 16:54:00Z,,63874.49751612441,,,2026-02-25T15:14:33Z
2026-02-24 16:55:00Z,,63927.90255427658,,,2026-02-25T15:14:33Z
2026-02-24 16:56:00Z,,64049.31629914172,,,2026-02-25T15:14:33Z
2026-02-24 16:57:00Z,,64086.21346150141,,,2026-02-25T15:14:33Z
2026-02-24 16:58:00Z,,64182.78720112522,,,2026-02-25T15:14:33Z
2026-02-24 16:59:00Z,,64226.23239675783,,,2026-02-25T15:14:33Z
2026-02-24 17:00:00Z,,64201.69771130696,,,2026-02-25T15:14:33Z
2026-02-24 17:01:00Z,,64247.69557572115,,,2026-02-25T15:14:33Z
2026-02-24 17:02:00Z,,64160.2684371229,,,2026-02-25T15:14:33Z
2026-02-24 17:03:00Z,,64168.69610959082,,,2026-02-25T15:14:33Z
2026-02-24 17:04:00Z,,64216.50746541282,,,2026-02-25T15:14:33Z
2026-02-24 17:05:00Z,,64293.36936837757,,,2026-02-25T15:14:33Z
2026-02-24 17:06:00Z,,64283.88718903849,,,2026-02-25T15:14:33Z
2026-02-24 17:07:00Z,,64366.42178455446,,,2026-02-25T15:14:33Z
2026-02-24 17:08:00Z,,64390.69974454094,,,2026-02-25T15:14:33Z
2026-02-24 17:09:00Z,,64387.57000127507,,,2026-02-25T15:14:33Z
2026-02-24 17:10:00Z,,64420.61879862374,,,2026-02-25T15:14:33Z
2026-02-24 17:11:00Z,,64370.94759630663,,,2026-02-25T15:14:33Z
2026-02-24 17:12:00Z,,64376.69515071958,,,2026-02-25T15:14:33Z
2026-02-24 17:13:00Z,,64383.13938159536,,,2026-02-25T15:14:33Z
2026-02-24 17:14:00Z,,64380.46192465846,,,2026-02-25T15:14:33Z
2026-02-24 17:15:00Z,,64340.21907363494,,,2026-02-25T15:14:33Z
2026-02-24 17:16:00Z,,64270.96116882409,,,2026-02-25T15:14:33Z
2026-02-24 17:17:00Z,,64236.33622292471,,,2026-02-25T15:14:33Z
2026-02-24 17:18:00Z,,64213.35958562762,,,2026-02-25T15:14:33Z
2026-02-24 17:19:00Z,,64214.12806182755,,,2026-02-25T15:14:33Z
2026-02-24 17:20:00Z,,64201.70917408943,,,2026-02-25T15:14:33Z
2026-02-24 17:21:00Z,,64256.7194561525,,,2026-02-25T15:14:33Z
2026-02-24 17:22:00Z,,64232.25430833622,,,2026-02-25T15:14:33Z
2026-02-24 17:23:00Z,,64279.34405226648,,,2026-02-25T15:14:33Z
2026-02-24 17:24:00Z,,64239.00469586506,,,2026-02-25T15:14:33Z
2026-02-24 17:25:00Z,,64241.16283855707,,,2026-02-25T15:14:33Z
2026-02-24 17:26:00Z,,64251.05451905532,,,2026-02-25T15:14:33Z
2026-02-24 17:27:00Z,,64226.68982617874,,,2026-02-25T15:14:33Z
2026-02-24 17:28:00Z,,64135.98162062403,,,2026-02-25T15:14:33Z
2026-02-24 17:29:00Z,,64120.28549806846,,,2026-02-25T15:14:33Z
2026-02-24 17:30:00Z,,64142.82591794019,,,2026-02-25T15:14:33Z
2026-02-24 17:31:00Z,,64153.27042236659,,,2026-02-25T15:14:33Z
2026-02-24 17:32:00Z,,64125.56128535722,,,2026-02-25T15:14:33Z
2026-02-24 17:33:00Z,,64090.80000808323,,,2026-02-25T15:14:33Z
2026-02-24 17:34:00Z,,64132.91235334963,,,2026-02-25T15:14:33Z
2026-02-24 17:35:00Z,,64098.58161200567,,,2026-02-25T15:14:33Z
2026-02-24 17:36:00Z,,64112.18138804735,,,2026-02-25T15:14:33Z
2026-02-24 17:37:00Z,,64126.47646274381,,,2026-02-25T15:14:33Z
2026-02-24 17:38:00Z,,64231.24790546023,,,2026-02-25T15:14:33Z
2026-02-24 17:39:00Z,,64201.06225957232,,,2026-02-25T15:14:33Z
2026-02-24 17:40:00Z,,64153.90550198215,,,2026-02-25T15:14:33Z
2026-02-24 17:41:00Z,,64199.31644209685,,,2026-02-25T15:14:33Z
2026-02-24 17:42:00Z,,64178.56354508543,,,2026-02-25T15:14:33Z
2026-02-24 17:43:00Z,,64105.23566464948,,,2026-02-25T15:14:33Z
2026-02-24 17:44:00Z,,64066.00931938266,,,2026-02-25T15:14:33Z
2026-02-24 17:45:00Z,,64083.15303330783,,,2026-02-25T15:14:33Z
2026-02-24 17:46:00Z,,64089.60918484646,,,2026-02-25T15:14:33Z
2026-02-24 17:47:00Z,,64135.92726336595,,,2026-02-25T15:14:33Z
2026-02-24 17:48:00Z,,64152.03240881632,,,2026-02-25T15:14:33Z
2026-02-24 17:49:00Z,,64104.34063975381,,,2026-02-25T15:14:33Z
2026-02-24 17:50:00Z,,64079.58435378052,,,2026-02-25T15:14:33Z
2026-02-24 17:51:00Z,,64058.82888651649,,,2026-02-25T15:14:33Z
2026-02-24 17:52:00Z,,64040.23921653262,,,2026-02-25T15:14:33Z
2026-02-24 17:53:00Z,,64081.23713808385,,,2026-02-25T15:14:33Z
2026-02-24 17:54:00Z,,64072.11156156045,,,2026-02-25T15:14:33Z
2026-02-24 17:55:00Z,,64064.03802087565,,,2026-02-25T15:14:33Z
2026-02-24 17:56:00Z,,64122.06048362795,,,2026-02-25T15:14:33Z
2026-02-24 17:57:00Z,,64222.52108252883,,,2026-02-25T15:14:33Z
2026-02-24 17:58:00Z,,64187.73283314122,,,2026-02-25T15:14:33Z
2026-02-24 17:59:00Z,,64189.80427963936,,,2026-02-25T15:14:33Z
2026-02-24 18:00:00Z,,64215.34720684858,,,2026-02-25T15:14:33Z
2026-02-24 18:01:00Z,,64240.66356590383,,,2026-02-25T15:14:33Z
2026-02-24 18:02:00Z,,64346.57999239893,,,2026-02-25T15:14:33Z
2026-02-24 18:03:00Z,,64293.25248538773,,,2026-02-25T15:14:33Z
2026-02-24 18:04:00Z,,64216.95450519622,,,2026-02-25T15:14:33Z
2026-02-24 18:05:00Z,,64244.89173677293,,,2026-02-25T15:14:33Z
2026-02-24 18:06:00Z,,64171.98912805016,,,2026-02-25T15:14:33Z
2026-02-24 18:07:00Z,,64137.51738273177,,,2026-02-25T15:14:33Z
2026-02-24 18:08:00Z,,64156.83647006667,,,2026-02-25T15:14:33Z
2026-02-24 18:09:00Z,,64168.31746164496,,,2026-02-25T15:14:33Z
2026-02-24 18:10:00Z,,64127.50644944955,,,2026-02-25T15:14:33Z
2026-02-24 18:11:00Z,,64114.98584325321,,,2026-02-25T15:14:33Z
2026-02-24 18:12:00Z,,64113.70722612226,,,2026-02-25T15:14:33Z
2026-02-24 18:13:00Z,,64025.01682045992,,,2026-02-25T15:14:33Z
2026-02-24 18:14:00Z,,63940.4202792851,,,2026-02-25T15:14:33Z
2026-02-24 18:15:00Z,,63960.7176626486,,,2026-02-25T15:14:33Z
2026-02-24 18:16:00Z,,64017.42644822756,,,2026-02-25T15:14:33Z
2026-02-24 18:17:00Z,,64029.49488339647,,,2026-02-25T15:14:33Z
2026-02-24 18:18:00Z,,64125.43442303675,,,2026-02-25T15:14:33Z
2026-02-24 18:19:00Z,,64208.06386043252,,,2026-02-25T15:14:33Z
2026-02-24 18:20:00Z,,64263.20932584153,,,2026-02-25T15:14:33Z
2026-02-24 18:21:00Z,,64269.32501091776,,,2026-02-25T15:14:33Z
2026-02-24 18:22:00Z,,64259.18196023797,,,2026-02-25T15:14:33Z
2026-02-24 18:23:00Z,,64240.45021456001,,,2026-02-25T15:14:33Z
2026-02-24 18:24:00Z,,64258.92768101727,,,2026-02-25T15:14:33Z
2026-02-24 18:25:00Z,,64262.4910105801,,,2026-02-25T15:14:33Z
2026-02-24 18:26:00Z,,64235.94576652781,,,2026-02-25T15:14:33Z
2026-02-24 18:27:00Z,,64267.17038196603,,,2026-02-25T15:14:33Z
2026-02-24 18:28:00Z,,64255.06788970956,,,2026-02-25T15:14:33Z
2026-02-24 18:29:00Z,,64262.46305856893,,,2026-02-25T15:14:33Z
2026-02-24 18:30:00Z,,64261.02415333585,,,2026-02-25T15:14:33Z
2026-02-24 18:31:00Z,,64333.17659822799,,,2026-02-25T15:14:33Z
2026-02-24 18:32:00Z,,64349.11730805488,,,2026-02-25T15:14:33Z
2026-02-24 18:33:00Z,,64349.11816617787,,,2026-02-25T15:14:33Z
2026-02-24 18:34:00Z,,64335.88295658631,,,2026-02-25T15:14:33Z
2026-02-24 18:35:00Z,,64309.17757622762,,,2026-02-25T15:14:33Z
2026-02-24 18:36:00Z,,64285.56241648081,,,2026-02-25T15:14:33Z
2026-02-24 18:37:00Z,,64333.29418605085,,,2026-02-25T15:14:33Z
2026-02-24 18:38:00Z,,64312.14751783382,,,2026-02-25T15:14:33Z
2026-02-24 18:39:00Z,,64337.9056131477,,,2026-02-25T15:14:33Z
2026-02-24 18:40:00Z,,64331.3865943511,,,2026-02-25T15:14:33Z
2026-02-24 18:41:00Z,,64383.47045129709,,,2026-02-25T15:14:33Z
2026-02-24 18:42:00Z,,64389.03228375845,,,2026-02-25T15:14:33Z
2026-02-24 18:43:00Z,,64399.25757890212,,,2026-02-25T15:14:33Z
2026-02-24 18:44:00Z,,64340.17575683432,,,2026-02-25T15:14:33Z
2026-02-24 18:45:00Z,,64373.14331119263,,,2026-02-25T15:14:33Z
2026-02-24 18:46:00Z,,64387.87240333491,,,2026-02-25T15:14:33Z
2026-02-24 18:47:00Z,,64368.9020606479,,,2026-02-25T15:14:33Z
2026-02-24 18:48:00Z,,64398.79567269089,,,2026-02-25T15:14:33Z
2026-02-24 18:49:00Z,,64446.6476940399,,,2026-02-25T15:14:33Z
2026-02-24 18:50:00Z,,64464.80455683043,,,2026-02-25T15:14:33Z
2026-02-24 18:51:00Z,,64444.35582664533,,,2026-02-25T15:14:33Z
2026-02-24 18:52:00Z,,64403.14521909093,,,2026-02-25T15:14:33Z
2026-02-24 18:53:00Z,,64418.11507953615,,,2026-02-25T15:14:33Z
2026-02-24 18:54:00Z,,64436.90410164066,,,2026-02-25T15:14:33Z
2026-02-24 18:55:00Z,,64379.39366693034,,,2026-02-25T15:14:33Z
2026-02-24 18:56:00Z,,64354.43942698983,,,2026-02-25T15:14:33Z
2026-02-24 18:57:00Z,,64390.08741139131,,,2026-02-25T15:14:33Z
2026-02-24 18:58:00Z,,64432.25465872177,,,2026-02-25T15:14:33Z
2026-02-24 18:59:00Z,,64389.32455933325,,,2026-02-25T15:14:33Z
2026-02-24 19:00:00Z,,64427.257419602,,,2026-02-25T15:14:33Z
2026-02-24 19:01:00Z,,64571.02774948405,,,2026-02-25T15:14:33Z
2026-02-24 19:02:00Z,,64448.44530832165,,,2026-02-25T15:14:33Z
2026-02-24 19:03:00Z,,64494.25349112979,,,2026-02-25T15:14:33Z
2026-02-24 19:04:00Z,,64484.85692451139,,,2026-02-25T15:14:33Z
2026-02-24 19:05:00Z,,64490.34676754331,,,2026-02-25T15:14:33Z
2026-02-24 19:06:00Z,,64678.31652095227,,,2026-02-25T15:14:33Z
2026-02-24 19:07:00Z,,64642.58244834874,,,2026-02-25T15:14:33Z
2026-02-24 19:08:00Z,,64548.9772803719,,,2026-02-25T15:14:33Z
2026-02-24 19:09:00Z,,64523.38172769668,,,2026-02-25T15:14:33Z
2026-02-24 19:10:00Z,,64449.53361208084,,,2026-02-25T15:14:33Z
2026-02-24 19:11:00Z,,64424.10976789235,,,2026-02-25T15:14:33Z
2026-02-24 19:12:00Z,,64383.60763780519,,,2026-02-25T15:14:33Z
2026-02-24 19:13:00Z,,64328.03818775697,,,2026-02-25T15:14:33Z
2026-02-24 19:14:00Z,,64281.66901675757,,,2026-02-25T15:14:33Z
2026-02-24 19:15:00Z,,64317.98026028054,,,2026-02-25T15:14:33Z
2026-02-24 19:16:00Z,,64238.93896077353,,,2026-02-25T15:14:33Z
2026-02-24 19:17:00Z,,64263.38469014243,,,2026-02-25T15:14:33Z
2026-02-24 19:18:00Z,,64214.18873631392,,,2026-02-25T15:14:33Z
2026-02-24 19:19:00Z,,64248.8051876922,,,2026-02-25T15:14:33Z
2026-02-24 19:20:00Z,,64309.31444999774,,,2026-02-25T15:14:33Z
2026-02-24 19:21:00Z,,64327.80762316229,,,2026-02-25T15:14:33Z
2026-02-24 19:22:00Z,,64338.7338296501,,,2026-02-25T15:14:33Z
2026-02-24 19:23:00Z,,64338.03835390212,,,2026-02-25T15:14:33Z
2026-02-24 19:24:00Z,,64341.70422047521,,,2026-02-25T15:14:33Z
2026-02-24 19:25:00Z,,64322.56507055795,,,2026-02-25T15:14:33Z
2026-02-24 19:26:00Z,,64298.97642503875,,,2026-02-25T15:14:33Z
2026-02-24 19:27:00Z,,64319.94044686125,,,2026-02-25T15:14:33Z
2026-02-24 19:28:00Z,,64296.30680957621,,,2026-02-25T15:14:33Z
2026-02-24 19:29:00Z,,64277.56214743225,,,2026-02-25T15:14:33Z
2026-02-24 19:30:00Z,,64285.99242243544,,,2026-02-25T15:14:33Z
2026-02-24 19:31:00Z,,64304.53382179037,,,2026-02-25T15:14:33Z
2026-02-24 19:32:00Z,,64360.51704345426,,,2026-02-25T15:14:33Z
2026-02-24 19:33:00Z,,64362.14933993672,,,2026-02-25T15:14:33Z
2026-02-24 19:34:00Z,,64342.20343990313,,,2026-02-25T15:14:33Z
2026-02-24 19:35:00Z,,64324.82539125578,,,2026-02-25T15:14:33Z
2026-02-24 19:36:00Z,,64349.58462518097,,,2026-02-25T15:14:33Z
2026-02-24 19:37:00Z,,64373.88880672357,,,2026-02-25T15:14:33Z
2026-02-24 19:38:00Z,,64352.28008185077,,,2026-02-25T15:14:33Z
2026-02-24 19:39:00Z,,64387.84706645959,,,2026-02-25T15:14:33Z
2026-02-24 19:40:00Z,,64424.15354594032,,,2026-02-25T15:14:33Z
2026-02-24 19:41:00Z,,64429.42019564525,,,2026-02-25T15:14:33Z
2026-02-24 19:42:00Z,,64478.31292192447,,,2026-02-25T15:14:33Z
2026-02-24 19:43:00Z,,64431.28375618624,,,2026-02-25T15:14:33Z
2026-02-24 19:44:00Z,,64431.41431295845,,,2026-02-25T15:14:33Z
2026-02-24 19:45:00Z,,64436.01733090379,,,2026-02-25T15:14:33Z
2026-02-24 19:46:00Z,,64436.04921632887,,,2026-02-25T15:14:33Z
2026-02-24 19:47:00Z,,64425.26139711998,,,2026-02-25T15:14:33Z
2026-02-24 19:48:00Z,,64421.60000813576,,,2026-02-25T15:14:33Z
2026-02-24 19:49:00Z,,64415.68781825637,,,2026-02-25T15:14:33Z
2026-02-24 19:50:00Z,,64427.90424661591,,,2026-02-25T15:14:33Z
2026-02-24 19:51:00Z,,64439.48404563064,,,2026-02-25T15:14:33Z
2026-02-24 19:52:00Z,,64426.96899907757,,,2026-02-25T15:14:33Z
2026-02-24 19:53:00Z,,64387.10479777683,,,2026-02-25T15:14:33Z
2026-02-24 19:54:00Z,,64370.24759529114,,,2026-02-25T15:14:33Z
2026-02-24 19:55:00Z,,64394.68566306461,,,2026-02-25T15:14:33Z
2026-02-24 19:56:00Z,,64424.6186070861,,,2026-02-25T15:14:33Z
2026-02-24 19:57:00Z,,64426.58323364353,,,2026-02-25T15:14:33Z
2026-02-24 19:58:00Z,,64409.89316966112,,,2026-02-25T15:14:33Z
2026-02-24 19:59:00Z,,64400.92511442225,,,2026-02-25T15:14:33Z
2026-02-24 20:00:00Z,,64414.34537747459,,,2026-02-25T15:14:33Z
2026-02-24 20:01:00Z,,64415.28297864091,,,2026-02-25T15:14:33Z
2026-02-24 20:02:00Z,,64367.29108560104,,,2026-02-25T15:14:33Z
2026-02-24 20:03:00Z,,64384.19161268765,,,2026-02-25T15:14:33Z
2026-02-24 20:04:00Z,,64407.30723841133,,,2026-02-25T15:14:33Z
2026-02-24 20:05:00Z,,64402.46632652626,,,2026-02-25T15:14:33Z
2026-02-24 20:06:00Z,,64442.90751855035,,,2026-02-25T15:14:33Z
2026-02-24 20:07:00Z,,64407.80570776309,,,2026-02-25T15:14:33Z
2026-02-24 20:08:00Z,,64335.87161856893,,,2026-02-25T15:14:33Z
2026-02-24 20:09:00Z,,64287.89922237103,,,2026-02-25T15:14:33Z
2026-02-24 20:10:00Z,,64303.88269205493,,,2026-02-25T15:14:33Z
2026-02-24 20:11:00Z,,64343.8082058784,,,2026-02-25T15:14:33Z
2026-02-24 20:12:00Z,,64369.36278582064,,,2026-02-25T15:14:33Z
2026-02-24 20:13:00Z,,64381.74254532211,,,2026-02-25T15:14:33Z
2026-02-24 20:14:00Z,,64365.39362555154,,,2026-02-25T15:14:33Z
2026-02-24 20:15:00Z,,64461.25740991256,,,2026-02-25T15:14:33Z
2026-02-24 20:16:00Z,,64453.26864785705,,,2026-02-25T15:14:33Z
2026-02-24 20:17:00Z,,64458.58881103028,,,2026-02-25T15:14:33Z
2026-02-24 20:18:00Z,,64454.58819076478,,,2026-02-25T15:14:33Z
2026-02-24 20:19:00Z,,64403.70696301952,,,2026-02-25T15:14:33Z
2026-02-24 20:20:00Z,,64442.4922088468,,,2026-02-25T15:14:33Z
2026-02-24 20:21:00Z,,64426.78821216788,,,2026-02-25T15:14:33Z
2026-02-24 20:22:00Z,,64430.65128873069,,,2026-02-25T15:14:33Z
2026-02-24 20:23:00Z,,64441.9055442413,,,2026-02-25T15:14:33Z
2026-02-24 20:24:00Z,,64453.80867688015,,,2026-02-25T15:14:33Z
2026-02-24 20:25:00Z,,64460.27485096949,,,2026-02-25T15:14:33Z
2026-02-24 20:26:00Z,,64466.89554410103,,,2026-02-25T15:14:33Z
2026-02-24 20:27:00Z,,64439.4329927877,,,2026-02-25T15:14:33Z
2026-02-24 20:28:00Z,,64460.47570191477,,,2026-02-25T15:14:33Z
2026-02-24 20:29:00Z,,64438.54822082046,,,2026-02-25T15:14:33Z
2026-02-24 20:30:00Z,,64423.62381855905,,,2026-02-25T15:14:33Z
2026-02-24 20:31:00Z,,64472.01006036878,,,2026-02-25T15:14:33Z
2026-02-24 20:32:00Z,,64480.90406521574,,,2026-02-25T15:14:33Z
2026-02-24 20:33:00Z,,64494.67706806462,,,2026-02-25T15:14:33Z
2026-02-24 20:34:00Z,,64471.97367966744,,,2026-02-25T15:14:33Z
2026-02-24 20:35:00Z,,64475.30291969978,,,2026-02-25T15:14:33Z
2026-02-24 20:36:00Z,,64439.7289659712,,,2026-02-25T15:14:33Z
2026-02-24 20:37:00Z,,64446.13529239206,,,2026-02-25T15:14:33Z
2026-02-24 20:38:00Z,,64454.02535888091,,,2026-02-25T15:14:33Z
2026-02-24 20:39:00Z,,64448.54509905727,,,2026-02-25T15:14:33Z
2026-02-24 20:40:00Z,,64444.29497798212,,,2026-02-25T15:14:33Z
2026-02-24 20:41:00Z,,64426.86235644721,,,2026-02-25T15:14:33Z
2026-02-24 20:42:00Z,,64439.45563692008,,,2026-02-25T15:14:33Z
2026-02-24 20:43:00Z,,64456.11890602415,,,2026-02-25T15:14:33Z
2026-02-24 20:44:00Z,,64465.21491360182,,,2026-02-25T15:14:33Z
2026-02-24 20:45:00Z,,64423.90854486765,,,2026-02-25T15:14:33Z
2026-02-24 20:46:00Z,,64462.75099516451,,,2026-02-25T15:14:33Z
2026-02-24 20:47:00Z,,64431.48747578144,,,2026-02-25T15:14:33Z
2026-02-24 20:48:00Z,,64415.99021669132,,,2026-02-25T15:14:33Z
2026-02-24 20:49:00Z,,64363.12302439694,,,2026-02-25T15:14:33Z
2026-02-24 20:50:00Z,,64434.04228125014,,,2026-02-25T15:14:33Z
2026-02-24 20:51:00Z,,64419.3193663275,,,2026-02-25T15:14:33Z
2026-02-24 20:52:00Z,,64379.16519070502,,,2026-02-25T15:14:33Z
